relation_id,reference_model_id,reference_model,compatible_model_id,compatible_model,film_type,status,confidence,evidence_class,source_file,source_row,source_url,last_verified,conflict,notes
same_model__realme_note_60,realme_note_60,Realme Note 60,realme_note_60,Realme Note 60,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1219,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__realme_note_60x,realme_note_60x,Realme Note 60x,realme_note_60x,Realme Note 60x,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1220,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__realme_note_70,realme_note_70,Realme Note 70,realme_note_70,Realme Note 70,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1221,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_10,redmi_10,Redmi 10,redmi_10,Redmi 10,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1222,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_10_power,redmi_10_power,Redmi 10 Power,redmi_10_power,Redmi 10 Power,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1223,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_10a,redmi_10a,Redmi 10A,redmi_10a,Redmi 10A,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1224,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_10c,redmi_10c,Redmi 10C,redmi_10c,Redmi 10C,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1225,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_11a,redmi_11a,Redmi 11A,redmi_11a,Redmi 11A,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1226,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_12,redmi_12,Redmi 12,redmi_12,Redmi 12,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1227,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_12_4g,redmi_12_4g,Redmi 12 4G,redmi_12_4g,Redmi 12 4G,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1228,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_12_5g,redmi_12_5g,Redmi 12 5G,redmi_12_5g,Redmi 12 5G,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1229,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_12c,redmi_12c,Redmi 12C,redmi_12c,Redmi 12C,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1230,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_13,redmi_13,Redmi 13,redmi_13,Redmi 13,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1231,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_13_4g,redmi_13_4g,Redmi 13 4G,redmi_13_4g,Redmi 13 4G,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1232,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_13c,redmi_13c,Redmi 13C,redmi_13c,Redmi 13C,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1233,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_14c,redmi_14c,Redmi 14C,redmi_14c,Redmi 14C,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1234,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_14r,redmi_14r,Redmi 14R,redmi_14r,Redmi 14R,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1235,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_15,redmi_15,Redmi 15,redmi_15,Redmi 15,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1236,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_15c,redmi_15c,Redmi 15C,redmi_15c,Redmi 15C,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1237,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_8,redmi_8,Redmi 8,redmi_8,Redmi 8,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1238,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_8a,redmi_8a,Redmi 8A,redmi_8a,Redmi 8A,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1239,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_9,redmi_9,Redmi 9,redmi_9,Redmi 9,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1240,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_9a,redmi_9a,Redmi 9A,redmi_9a,Redmi 9A,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1241,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_9a_sport,redmi_9a_sport,Redmi 9A Sport,redmi_9a_sport,Redmi 9A Sport,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1242,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_9c,redmi_9c,Redmi 9C,redmi_9c,Redmi 9C,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1243,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_9i,redmi_9i,Redmi 9I,redmi_9i,Redmi 9I,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1244,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_9i_sport,redmi_9i_sport,Redmi 9I Sport,redmi_9i_sport,Redmi 9I Sport,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1245,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_9t,redmi_9t,Redmi 9T,redmi_9t,Redmi 9T,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1246,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_a2_plus,redmi_a2_plus,Redmi A2 Plus,redmi_a2_plus,Redmi A2 Plus,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1247,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_a3,redmi_a3,Redmi A3,redmi_a3,Redmi A3,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1248,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_a4,redmi_a4,Redmi A4,redmi_a4,Redmi A4,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1249,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_a5,redmi_a5,Redmi A5,redmi_a5,Redmi A5,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1250,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_10,redmi_note_10,Redmi Note 10,redmi_note_10,Redmi Note 10,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1251,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_10_4g,redmi_note_10_4g,Redmi Note 10 4G,redmi_note_10_4g,Redmi Note 10 4G,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1252,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_10_lite,redmi_note_10_lite,Redmi Note 10 Lite,redmi_note_10_lite,Redmi Note 10 Lite,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1253,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_10_pro,redmi_note_10_pro,Redmi Note 10 Pro,redmi_note_10_pro,Redmi Note 10 Pro,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1254,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_10s,redmi_note_10s,Redmi Note 10S,redmi_note_10s,Redmi Note 10S,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1255,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_11,redmi_note_11,Redmi Note 11,redmi_note_11,Redmi Note 11,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1256,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_11_4g,redmi_note_11_4g,Redmi Note 11 4G,redmi_note_11_4g,Redmi Note 11 4G,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1257,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_11_pro,redmi_note_11_pro,Redmi Note 11 Pro,redmi_note_11_pro,Redmi Note 11 Pro,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1258,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_11s,redmi_note_11s,Redmi Note 11S,redmi_note_11s,Redmi Note 11S,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1259,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_11t_5g,redmi_note_11t_5g,Redmi Note 11T 5G,redmi_note_11t_5g,Redmi Note 11T 5G,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1260,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_12,redmi_note_12,Redmi Note 12,redmi_note_12,Redmi Note 12,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1261,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_12_4g,redmi_note_12_4g,Redmi Note 12 4G,redmi_note_12_4g,Redmi Note 12 4G,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1262,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_12_5g,redmi_note_12_5g,Redmi Note 12 5G,redmi_note_12_5g,Redmi Note 12 5G,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1263,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_12_pro,redmi_note_12_pro,Redmi Note 12 Pro,redmi_note_12_pro,Redmi Note 12 Pro,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1264,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_12_pro_4g,redmi_note_12_pro_4g,Redmi Note 12 Pro 4G,redmi_note_12_pro_4g,Redmi Note 12 Pro 4G,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1265,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_12_pro_5g,redmi_note_12_pro_5g,Redmi Note 12 Pro 5G,redmi_note_12_pro_5g,Redmi Note 12 Pro 5G,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1266,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_12s,redmi_note_12s,Redmi Note 12S,redmi_note_12s,Redmi Note 12S,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1267,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_13,redmi_note_13,Redmi Note 13,redmi_note_13,Redmi Note 13,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1268,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_13_4g,redmi_note_13_4g,Redmi Note 13 4G,redmi_note_13_4g,Redmi Note 13 4G,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1269,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_13_pro,redmi_note_13_pro,Redmi Note 13 Pro,redmi_note_13_pro,Redmi Note 13 Pro,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1270,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_13_pro_4g,redmi_note_13_pro_4g,Redmi Note 13 Pro 4G,redmi_note_13_pro_4g,Redmi Note 13 Pro 4G,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1271,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_14,redmi_note_14,Redmi Note 14,redmi_note_14,Redmi Note 14,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1272,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_14_pro,redmi_note_14_pro,Redmi Note 14 Pro,redmi_note_14_pro,Redmi Note 14 Pro,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1273,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_14_pro_plus,redmi_note_14_pro_plus,Redmi Note 14 Pro Plus,redmi_note_14_pro_plus,Redmi Note 14 Pro Plus,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1274,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_15_pro,redmi_note_15_pro,Redmi Note 15 Pro,redmi_note_15_pro,Redmi Note 15 Pro,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1275,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_7,redmi_note_7,Redmi Note 7,redmi_note_7,Redmi Note 7,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1276,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_7s,redmi_note_7s,Redmi Note 7S,redmi_note_7s,Redmi Note 7S,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1277,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_8,redmi_note_8,Redmi Note 8,redmi_note_8,Redmi Note 8,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1278,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_8_pro,redmi_note_8_pro,Redmi Note 8 Pro,redmi_note_8_pro,Redmi Note 8 Pro,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1279,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_9,redmi_note_9,Redmi Note 9,redmi_note_9,Redmi Note 9,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1280,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_9_4g,redmi_note_9_4g,Redmi Note 9 4G,redmi_note_9_4g,Redmi Note 9 4G,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1281,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_9_5g,redmi_note_9_5g,Redmi Note 9 5G,redmi_note_9_5g,Redmi Note 9 5G,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1282,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_9_pro,redmi_note_9_pro,Redmi Note 9 Pro,redmi_note_9_pro,Redmi Note 9 Pro,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1283,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_9_pro_max,redmi_note_9_pro_max,Redmi Note 9 Pro Max,redmi_note_9_pro_max,Redmi Note 9 Pro Max,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1284,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_note_9s,redmi_note_9s,Redmi Note 9S,redmi_note_9s,Redmi Note 9S,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1285,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__redmi_x5,redmi_x5,Redmi X5,redmi_x5,Redmi X5,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1286,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a01,samsung_galaxy_a01,Samsung Galaxy A01,samsung_galaxy_a01,Samsung Galaxy A01,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1287,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a01_core,samsung_galaxy_a01_core,Samsung Galaxy A01 Core,samsung_galaxy_a01_core,Samsung Galaxy A01 Core,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1288,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a02,samsung_galaxy_a02,Samsung Galaxy A02,samsung_galaxy_a02,Samsung Galaxy A02,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1289,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a02s,samsung_galaxy_a02s,Samsung Galaxy A02S,samsung_galaxy_a02s,Samsung Galaxy A02S,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1290,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a03,samsung_galaxy_a03,Samsung Galaxy A03,samsung_galaxy_a03,Samsung Galaxy A03,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1291,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a03_core,samsung_galaxy_a03_core,Samsung Galaxy A03 Core,samsung_galaxy_a03_core,Samsung Galaxy A03 Core,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1292,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a03s,samsung_galaxy_a03s,Samsung Galaxy A03S,samsung_galaxy_a03s,Samsung Galaxy A03S,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1293,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a04,samsung_galaxy_a04,Samsung Galaxy A04,samsung_galaxy_a04,Samsung Galaxy A04,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1294,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a04_core,samsung_galaxy_a04_core,Samsung Galaxy A04 Core,samsung_galaxy_a04_core,Samsung Galaxy A04 Core,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1295,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a04e,samsung_galaxy_a04e,Samsung Galaxy A04E,samsung_galaxy_a04e,Samsung Galaxy A04E,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1296,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a04s,samsung_galaxy_a04s,Samsung Galaxy A04S,samsung_galaxy_a04s,Samsung Galaxy A04S,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1297,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a05,samsung_galaxy_a05,Samsung Galaxy A05,samsung_galaxy_a05,Samsung Galaxy A05,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1298,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a05s,samsung_galaxy_a05s,Samsung Galaxy A05S,samsung_galaxy_a05s,Samsung Galaxy A05S,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1299,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a06,samsung_galaxy_a06,Samsung Galaxy A06,samsung_galaxy_a06,Samsung Galaxy A06,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1300,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a07,samsung_galaxy_a07,Samsung Galaxy A07,samsung_galaxy_a07,Samsung Galaxy A07,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1301,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a10,samsung_galaxy_a10,Samsung Galaxy A10,samsung_galaxy_a10,Samsung Galaxy A10,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1302,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a10s,samsung_galaxy_a10s,Samsung Galaxy A10S,samsung_galaxy_a10s,Samsung Galaxy A10S,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1303,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a11,samsung_galaxy_a11,Samsung Galaxy A11,samsung_galaxy_a11,Samsung Galaxy A11,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1304,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a12,samsung_galaxy_a12,Samsung Galaxy A12,samsung_galaxy_a12,Samsung Galaxy A12,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1305,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a13,samsung_galaxy_a13,Samsung Galaxy A13,samsung_galaxy_a13,Samsung Galaxy A13,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1306,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a13_4g,samsung_galaxy_a13_4g,Samsung Galaxy A13 4G,samsung_galaxy_a13_4g,Samsung Galaxy A13 4G,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1307,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
same_model__samsung_galaxy_a13_5g,samsung_galaxy_a13_5g,Samsung Galaxy A13 5G,samsung_galaxy_a13_5g,Samsung Galaxy A13 5G,generico,confirmado_fornecedor,alta,CONFIRMADO_FORNECEDOR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,1308,,2026-07-09,false,Nao representa compatibilidade entre modelos diferentes.
