alias_key,model_key,alias,normalized_alias,alias_type,is_ambiguous,requires_brand_context,confidence,notes
samsung_galaxy_a32_5g__samsung_a32_5g,samsung_galaxy_a32_5g,Samsung A32 5G,SAMSUNG A32 5G,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a32_5g__samsung_galaxy_a32_5g,samsung_galaxy_a32_5g,Samsung Galaxy A32 5G,SAMSUNG GALAXY A32 5G,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a33__a33,samsung_galaxy_a33,A33,A33,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a33__galaxy_a33,samsung_galaxy_a33,Galaxy A33,GALAXY A33,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a33__samsung_a33,samsung_galaxy_a33,Samsung A33,SAMSUNG A33,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a33__samsung_galaxy_a33,samsung_galaxy_a33,Samsung Galaxy A33,SAMSUNG GALAXY A33,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a34__a34,samsung_galaxy_a34,A34,A34,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a34__galaxy_a34,samsung_galaxy_a34,Galaxy A34,GALAXY A34,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a34__samsung_a34,samsung_galaxy_a34,Samsung A34,SAMSUNG A34,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a34__samsung_galaxy_a34,samsung_galaxy_a34,Samsung Galaxy A34,SAMSUNG GALAXY A34,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a35__a35,samsung_galaxy_a35,A35,A35,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a35__galaxy_a35,samsung_galaxy_a35,Galaxy A35,GALAXY A35,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a35__samsung_a35,samsung_galaxy_a35,Samsung A35,SAMSUNG A35,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a35__samsung_galaxy_a35,samsung_galaxy_a35,Samsung Galaxy A35,SAMSUNG GALAXY A35,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a36__a36,samsung_galaxy_a36,A36,A36,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a36__galaxy_a36,samsung_galaxy_a36,Galaxy A36,GALAXY A36,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a36__samsung_a36,samsung_galaxy_a36,Samsung A36,SAMSUNG A36,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a36__samsung_galaxy_a36,samsung_galaxy_a36,Samsung Galaxy A36,SAMSUNG GALAXY A36,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a37__a37,samsung_galaxy_a37,A37,A37,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a37__galaxy_a37,samsung_galaxy_a37,Galaxy A37,GALAXY A37,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a37__samsung_a37,samsung_galaxy_a37,Samsung A37,SAMSUNG A37,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a37__samsung_galaxy_a37,samsung_galaxy_a37,Samsung Galaxy A37,SAMSUNG GALAXY A37,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a42__a42,samsung_galaxy_a42,A42,A42,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a42__galaxy_a42,samsung_galaxy_a42,Galaxy A42,GALAXY A42,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a42__samsung_a42,samsung_galaxy_a42,Samsung A42,SAMSUNG A42,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a42__samsung_galaxy_a42,samsung_galaxy_a42,Samsung Galaxy A42,SAMSUNG GALAXY A42,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a50__a50,samsung_galaxy_a50,A50,A50,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a50__galaxy_a50,samsung_galaxy_a50,Galaxy A50,GALAXY A50,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a50__samsung_a50,samsung_galaxy_a50,Samsung A50,SAMSUNG A50,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a50__samsung_galaxy_a50,samsung_galaxy_a50,Samsung Galaxy A50,SAMSUNG GALAXY A50,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a50s__a50s,samsung_galaxy_a50s,A50S,A50S,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a50s__galaxy_a50s,samsung_galaxy_a50s,Galaxy A50S,GALAXY A50S,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a50s__samsung_a50s,samsung_galaxy_a50s,Samsung A50S,SAMSUNG A50S,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a50s__samsung_galaxy_a50s,samsung_galaxy_a50s,Samsung Galaxy A50S,SAMSUNG GALAXY A50S,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a51__a51,samsung_galaxy_a51,A51,A51,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a51__galaxy_a51,samsung_galaxy_a51,Galaxy A51,GALAXY A51,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a51__samsung_a51,samsung_galaxy_a51,Samsung A51,SAMSUNG A51,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a51__samsung_galaxy_a51,samsung_galaxy_a51,Samsung Galaxy A51,SAMSUNG GALAXY A51,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a52__a52,samsung_galaxy_a52,A52,A52,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a52__galaxy_a52,samsung_galaxy_a52,Galaxy A52,GALAXY A52,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a52__samsung_a52,samsung_galaxy_a52,Samsung A52,SAMSUNG A52,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a52__samsung_galaxy_a52,samsung_galaxy_a52,Samsung Galaxy A52,SAMSUNG GALAXY A52,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a52_5g__a52_5g,samsung_galaxy_a52_5g,A52 5G,A52 5G,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a52_5g__a525g,samsung_galaxy_a52_5g,A525G,A525G,common_typo,false,false,alta,Alias informado na planilha de capinhas.
samsung_galaxy_a52_5g__galaxy_a52_5g,samsung_galaxy_a52_5g,Galaxy A52 5G,GALAXY A52 5G,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a52_5g__samsung_a52_5g,samsung_galaxy_a52_5g,Samsung A52 5G,SAMSUNG A52 5G,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a52_5g__samsung_galaxy_a52_5g,samsung_galaxy_a52_5g,Samsung Galaxy A52 5G,SAMSUNG GALAXY A52 5G,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a52s__a52s,samsung_galaxy_a52s,A52S,A52S,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a52s__galaxy_a52s,samsung_galaxy_a52s,Galaxy A52S,GALAXY A52S,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a52s__samsung_a52s,samsung_galaxy_a52s,Samsung A52S,SAMSUNG A52S,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a52s__samsung_galaxy_a52s,samsung_galaxy_a52s,Samsung Galaxy A52S,SAMSUNG GALAXY A52S,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a53__a53,samsung_galaxy_a53,A53,A53,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a53__galaxy_a53,samsung_galaxy_a53,Galaxy A53,GALAXY A53,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a53__samsung_a53,samsung_galaxy_a53,Samsung A53,SAMSUNG A53,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a53__samsung_galaxy_a53,samsung_galaxy_a53,Samsung Galaxy A53,SAMSUNG GALAXY A53,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a54__a54,samsung_galaxy_a54,A54,A54,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a54__galaxy_a54,samsung_galaxy_a54,Galaxy A54,GALAXY A54,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a54__samsung_a54,samsung_galaxy_a54,Samsung A54,SAMSUNG A54,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a54__samsung_galaxy_a54,samsung_galaxy_a54,Samsung Galaxy A54,SAMSUNG GALAXY A54,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a55__a55,samsung_galaxy_a55,A55,A55,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a55__galaxy_a55,samsung_galaxy_a55,Galaxy A55,GALAXY A55,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a55__samsung_a55,samsung_galaxy_a55,Samsung A55,SAMSUNG A55,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a55__samsung_galaxy_a55,samsung_galaxy_a55,Samsung Galaxy A55,SAMSUNG GALAXY A55,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a56__a56,samsung_galaxy_a56,A56,A56,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a56__galaxy_a56,samsung_galaxy_a56,Galaxy A56,GALAXY A56,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a56__samsung_a56,samsung_galaxy_a56,Samsung A56,SAMSUNG A56,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a56__samsung_galaxy_a56,samsung_galaxy_a56,Samsung Galaxy A56,SAMSUNG GALAXY A56,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a57__a57,samsung_galaxy_a57,A57,A57,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a57__galaxy_a57,samsung_galaxy_a57,Galaxy A57,GALAXY A57,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a57__samsung_a57,samsung_galaxy_a57,Samsung A57,SAMSUNG A57,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a57__samsung_galaxy_a57,samsung_galaxy_a57,Samsung Galaxy A57,SAMSUNG GALAXY A57,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a70__a70,samsung_galaxy_a70,A70,A70,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a70__galaxy_a70,samsung_galaxy_a70,Galaxy A70,GALAXY A70,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a70__samsung_a70,samsung_galaxy_a70,Samsung A70,SAMSUNG A70,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a70__samsung_galaxy_a70,samsung_galaxy_a70,Samsung Galaxy A70,SAMSUNG GALAXY A70,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a71__a71,samsung_galaxy_a71,A71,A71,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a71__galaxy_a71,samsung_galaxy_a71,Galaxy A71,GALAXY A71,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a71__samsung_a71,samsung_galaxy_a71,Samsung A71,SAMSUNG A71,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a71__samsung_galaxy_a71,samsung_galaxy_a71,Samsung Galaxy A71,SAMSUNG GALAXY A71,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a72__a72,samsung_galaxy_a72,A72,A72,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a72__galaxy_a72,samsung_galaxy_a72,Galaxy A72,GALAXY A72,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a72__samsung_a72,samsung_galaxy_a72,Samsung A72,SAMSUNG A72,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a72__samsung_galaxy_a72,samsung_galaxy_a72,Samsung Galaxy A72,SAMSUNG GALAXY A72,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a73_5g__a73_5g,samsung_galaxy_a73_5g,A73 5G,A73 5G,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a73_5g__a735g,samsung_galaxy_a73_5g,A735G,A735G,common_typo,false,false,alta,Alias informado na planilha de capinhas.
samsung_galaxy_a73_5g__galaxy_a73_5g,samsung_galaxy_a73_5g,Galaxy A73 5G,GALAXY A73 5G,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a73_5g__samsung_a73_5g,samsung_galaxy_a73_5g,Samsung A73 5G,SAMSUNG A73 5G,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a73_5g__samsung_galaxy_a73_5g,samsung_galaxy_a73_5g,Samsung Galaxy A73 5G,SAMSUNG GALAXY A73 5G,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a80__a80,samsung_galaxy_a80,A80,A80,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a80__galaxy_a80,samsung_galaxy_a80,Galaxy A80,GALAXY A80,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a80__samsung_a80,samsung_galaxy_a80,Samsung A80,SAMSUNG A80,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a80__samsung_galaxy_a80,samsung_galaxy_a80,Samsung Galaxy A80,SAMSUNG GALAXY A80,canonical,false,false,alta,Nome canonico.
samsung_galaxy_a81__a81,samsung_galaxy_a81,A81,A81,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_a81__galaxy_a81,samsung_galaxy_a81,Galaxy A81,GALAXY A81,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_a81__samsung_a81,samsung_galaxy_a81,Samsung A81,SAMSUNG A81,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_a81__samsung_galaxy_a81,samsung_galaxy_a81,Samsung Galaxy A81,SAMSUNG GALAXY A81,canonical,false,false,alta,Nome canonico.
samsung_galaxy_f16__f16,samsung_galaxy_f16,F16,F16,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_f16__galaxy_f16,samsung_galaxy_f16,Galaxy F16,GALAXY F16,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_f16__samsung_f16,samsung_galaxy_f16,Samsung F16,SAMSUNG F16,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_f16__samsung_galaxy_f16,samsung_galaxy_f16,Samsung Galaxy F16,SAMSUNG GALAXY F16,canonical,false,false,alta,Nome canonico.
samsung_galaxy_f54__f54,samsung_galaxy_f54,F54,F54,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_f54__galaxy_f54,samsung_galaxy_f54,Galaxy F54,GALAXY F54,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_f54__samsung_f54,samsung_galaxy_f54,Samsung F54,SAMSUNG F54,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_f54__samsung_galaxy_f54,samsung_galaxy_f54,Samsung Galaxy F54,SAMSUNG GALAXY F54,canonical,false,false,alta,Nome canonico.
samsung_galaxy_f62__f62,samsung_galaxy_f62,F62,F62,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_f62__galaxy_f62,samsung_galaxy_f62,Galaxy F62,GALAXY F62,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_f62__samsung_f62,samsung_galaxy_f62,Samsung F62,SAMSUNG F62,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_f62__samsung_galaxy_f62,samsung_galaxy_f62,Samsung Galaxy F62,SAMSUNG GALAXY F62,canonical,false,false,alta,Nome canonico.
samsung_galaxy_j2_prime__galaxy_j2_prime,samsung_galaxy_j2_prime,Galaxy J2 Prime,GALAXY J2 PRIME,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_j2_prime__j2_prime,samsung_galaxy_j2_prime,J2 Prime,J2 PRIME,short,false,false,alta,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_j2_prime__j2prime,samsung_galaxy_j2_prime,J2Prime,J2PRIME,common_typo,false,false,alta,Alias informado na planilha de capinhas.
samsung_galaxy_j2_prime__samsung_galaxy_j2_prime,samsung_galaxy_j2_prime,Samsung Galaxy J2 Prime,SAMSUNG GALAXY J2 PRIME,canonical,false,false,alta,Nome canonico.
samsung_galaxy_j2_prime__samsung_j2_prime,samsung_galaxy_j2_prime,Samsung J2 Prime,SAMSUNG J2 PRIME,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_j4__galaxy_j4,samsung_galaxy_j4,Galaxy J4,GALAXY J4,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_j4__j4,samsung_galaxy_j4,J4,J4,short,false,false,alta,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_j4__samsung_galaxy_j4,samsung_galaxy_j4,Samsung Galaxy J4,SAMSUNG GALAXY J4,canonical,false,false,alta,Nome canonico.
samsung_galaxy_j4__samsung_j4,samsung_galaxy_j4,Samsung J4,SAMSUNG J4,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_j4_plus__galaxy_j4_plus,samsung_galaxy_j4_plus,Galaxy J4 Plus,GALAXY J4 PLUS,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_j4_plus__j4_plus,samsung_galaxy_j4_plus,J4 Plus,J4 PLUS,short,false,false,alta,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_j4_plus__j4plus,samsung_galaxy_j4_plus,J4Plus,J4PLUS,common_typo,false,false,alta,Alias informado na planilha de capinhas.
samsung_galaxy_j4_plus__samsung_galaxy_j4_plus,samsung_galaxy_j4_plus,Samsung Galaxy J4 Plus,SAMSUNG GALAXY J4 PLUS,canonical,false,false,alta,Nome canonico.
samsung_galaxy_j4_plus__samsung_j4_plus,samsung_galaxy_j4_plus,Samsung J4 Plus,SAMSUNG J4 PLUS,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_j5_prime__galaxy_j5_prime,samsung_galaxy_j5_prime,Galaxy J5 Prime,GALAXY J5 PRIME,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_j5_prime__j5_prime,samsung_galaxy_j5_prime,J5 Prime,J5 PRIME,short,false,false,alta,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_j5_prime__j5prime,samsung_galaxy_j5_prime,J5Prime,J5PRIME,common_typo,false,false,alta,Alias informado na planilha de capinhas.
samsung_galaxy_j5_prime__samsung_galaxy_j5_prime,samsung_galaxy_j5_prime,Samsung Galaxy J5 Prime,SAMSUNG GALAXY J5 PRIME,canonical,false,false,alta,Nome canonico.
samsung_galaxy_j5_prime__samsung_j5_prime,samsung_galaxy_j5_prime,Samsung J5 Prime,SAMSUNG J5 PRIME,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_j5_pro__galaxy_j5_pro,samsung_galaxy_j5_pro,Galaxy J5 Pro,GALAXY J5 PRO,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_j5_pro__j5_pro,samsung_galaxy_j5_pro,J5 Pro,J5 PRO,short,false,false,alta,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_j5_pro__j5pro,samsung_galaxy_j5_pro,J5Pro,J5PRO,common_typo,false,false,alta,Alias informado na planilha de capinhas.
samsung_galaxy_j5_pro__samsung_galaxy_j5_pro,samsung_galaxy_j5_pro,Samsung Galaxy J5 Pro,SAMSUNG GALAXY J5 PRO,canonical,false,false,alta,Nome canonico.
samsung_galaxy_j5_pro__samsung_j5_pro,samsung_galaxy_j5_pro,Samsung J5 Pro,SAMSUNG J5 PRO,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_j7_prime__galaxy_j7_prime,samsung_galaxy_j7_prime,Galaxy J7 Prime,GALAXY J7 PRIME,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_j7_prime__j7_prime,samsung_galaxy_j7_prime,J7 Prime,J7 PRIME,short,false,false,alta,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_j7_prime__j7prime,samsung_galaxy_j7_prime,J7Prime,J7PRIME,common_typo,false,false,alta,Alias informado na planilha de capinhas.
samsung_galaxy_j7_prime__samsung_galaxy_j7_prime,samsung_galaxy_j7_prime,Samsung Galaxy J7 Prime,SAMSUNG GALAXY J7 PRIME,canonical,false,false,alta,Nome canonico.
samsung_galaxy_j7_prime__samsung_j7_prime,samsung_galaxy_j7_prime,Samsung J7 Prime,SAMSUNG J7 PRIME,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_j7_pro__galaxy_j7_pro,samsung_galaxy_j7_pro,Galaxy J7 Pro,GALAXY J7 PRO,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_j7_pro__j7_pro,samsung_galaxy_j7_pro,J7 Pro,J7 PRO,short,false,false,alta,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_j7_pro__j7pro,samsung_galaxy_j7_pro,J7Pro,J7PRO,common_typo,false,false,alta,Alias informado na planilha de capinhas.
samsung_galaxy_j7_pro__samsung_galaxy_j7_pro,samsung_galaxy_j7_pro,Samsung Galaxy J7 Pro,SAMSUNG GALAXY J7 PRO,canonical,false,false,alta,Nome canonico.
samsung_galaxy_j7_pro__samsung_j7_pro,samsung_galaxy_j7_pro,Samsung J7 Pro,SAMSUNG J7 PRO,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_m02s__galaxy_m02s,samsung_galaxy_m02s,Galaxy M02S,GALAXY M02S,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_m02s__m02s,samsung_galaxy_m02s,M02S,M02S,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_m02s__samsung_galaxy_m02s,samsung_galaxy_m02s,Samsung Galaxy M02S,SAMSUNG GALAXY M02S,canonical,false,false,alta,Nome canonico.
samsung_galaxy_m02s__samsung_m02s,samsung_galaxy_m02s,Samsung M02S,SAMSUNG M02S,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_m11__galaxy_m11,samsung_galaxy_m11,Galaxy M11,GALAXY M11,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_m11__m11,samsung_galaxy_m11,M11,M11,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_m11__samsung_galaxy_m11,samsung_galaxy_m11,Samsung Galaxy M11,SAMSUNG GALAXY M11,canonical,false,false,alta,Nome canonico.
samsung_galaxy_m11__samsung_m11,samsung_galaxy_m11,Samsung M11,SAMSUNG M11,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_m12__galaxy_m12,samsung_galaxy_m12,Galaxy M12,GALAXY M12,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_m12__m12,samsung_galaxy_m12,M12,M12,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_m12__samsung_galaxy_m12,samsung_galaxy_m12,Samsung Galaxy M12,SAMSUNG GALAXY M12,canonical,false,false,alta,Nome canonico.
samsung_galaxy_m12__samsung_m12,samsung_galaxy_m12,Samsung M12,SAMSUNG M12,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_m13__galaxy_m13,samsung_galaxy_m13,Galaxy M13,GALAXY M13,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_m13__m13,samsung_galaxy_m13,M13,M13,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_m13__samsung_galaxy_m13,samsung_galaxy_m13,Samsung Galaxy M13,SAMSUNG GALAXY M13,canonical,false,false,alta,Nome canonico.
samsung_galaxy_m13__samsung_m13,samsung_galaxy_m13,Samsung M13,SAMSUNG M13,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_m14__galaxy_m14,samsung_galaxy_m14,Galaxy M14,GALAXY M14,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_m14__m14,samsung_galaxy_m14,M14,M14,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_m14__samsung_galaxy_m14,samsung_galaxy_m14,Samsung Galaxy M14,SAMSUNG GALAXY M14,canonical,false,false,alta,Nome canonico.
samsung_galaxy_m14__samsung_m14,samsung_galaxy_m14,Samsung M14,SAMSUNG M14,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_m15__galaxy_m15,samsung_galaxy_m15,Galaxy M15,GALAXY M15,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_m15__m15,samsung_galaxy_m15,M15,M15,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_m15__samsung_galaxy_m15,samsung_galaxy_m15,Samsung Galaxy M15,SAMSUNG GALAXY M15,canonical,false,false,alta,Nome canonico.
samsung_galaxy_m15__samsung_m15,samsung_galaxy_m15,Samsung M15,SAMSUNG M15,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_m16__galaxy_m16,samsung_galaxy_m16,Galaxy M16,GALAXY M16,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_m16__m16,samsung_galaxy_m16,M16,M16,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_m16__samsung_galaxy_m16,samsung_galaxy_m16,Samsung Galaxy M16,SAMSUNG GALAXY M16,canonical,false,false,alta,Nome canonico.
samsung_galaxy_m16__samsung_m16,samsung_galaxy_m16,Samsung M16,SAMSUNG M16,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_m21__galaxy_m21,samsung_galaxy_m21,Galaxy M21,GALAXY M21,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_m21__m21,samsung_galaxy_m21,M21,M21,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_m21__samsung_galaxy_m21,samsung_galaxy_m21,Samsung Galaxy M21,SAMSUNG GALAXY M21,canonical,false,false,alta,Nome canonico.
samsung_galaxy_m21__samsung_m21,samsung_galaxy_m21,Samsung M21,SAMSUNG M21,brand_short,false,false,alta,Fabricante + nome curto.
samsung_galaxy_m21s__galaxy_m21s,samsung_galaxy_m21s,Galaxy M21S,GALAXY M21S,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
samsung_galaxy_m21s__m21s,samsung_galaxy_m21s,M21S,M21S,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
samsung_galaxy_m21s__samsung_galaxy_m21s,samsung_galaxy_m21s,Samsung Galaxy M21S,SAMSUNG GALAXY M21S,canonical,false,false,alta,Nome canonico.
samsung_galaxy_m21s__samsung_m21s,samsung_galaxy_m21s,Samsung M21S,SAMSUNG M21S,brand_short,false,false,alta,Fabricante + nome curto.
